"Geneid" "1.sam" "2.sam" "3.sam" "4.sam" "5.sam" "6.sam" "7.sam" "8.sam" "9.sam" "10.sam" "11.sam" "12.sam" "13.sam" "14.sam" "15.sam" "16.sam" "17.sam" "18.sam" "19.sam" "20.sam" "21.sam" "22.sam" "23.sam" "24.sam"
"UCON28b" 0 0 1 0 0 6 0 9 0 3 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"(CATTT)n" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
"MER134" 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LTRIS4B" 14.03 36.65 40.58 21.77 26.88 32.67 19.5 32.3 47.58 31.07 50.25 74.1 30.07 3.93 7.8 14.43 60.25 9.5 28.68 28.28 24.83 12.9 29.32 12.7
"MLT1K-int" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"RLTR19A" 0 0 0 0 0 1 0 0.5 2 0 0 6 5 0 0 0 3.4 0 0.5 0 0.4 0 3 0
"Charlie26a" 0 0 0 0 0 3 0 0 2 2 0 0 5 0 0 0 0 0 4 4 0 0 3 0
"MER68B" 38 13 106 106 81 100 279 63 95 108 22 0 28 21 54 68 91 18 106 112 174 48 186 83
"L5" 0 1 16 1 0 2 0 1 3 4 0 1 2 0 0 0 0 9 2 0 2 0 2 0
"MER110" 75 8 26 83 48 53 0 58 45.5 25 18 6 34 3 0 64 66 47 46 53 91 28 62 45
"MER54A" 2 0 3 1 0 4 0 7 0 7 8 0 3 5 0 0 0 0 4 10 1 0 4 0
"L1MEg2" 0 0 7 1 1 1 0 0 0 0 0 0 0 17 3 2 0 0 1 0 6 0 1 0
"ORR1A0-int" 12.85 7.33 9.4 12.27 33.47 14.63 10.25 17.93 10.9 9.17 20.4 5.5 30.03 2.2 0 4.58 11.15 32.9 17.6 4.35 17.4 21.87 33.42 1.5
"LTR68" 73 6 80 180.2 48 98 332 109 76 69 14 21 31 41 46 135 136 65 100 114 234 86 257 148
"(TTCTG)n" 0 1 0 0 0 0 0 0 2 0.2 0 23 7 0 0 0 0 0 0 0.2 0 0 0.8 0
"L1M3d" 6 0 4 7 11 4 0 5 0 11 1 20 0 6 0 3 5 3 6 0 0 0 15 4
"LTR33B" 0 1 0 0.25 0 1 0 3 0 0 0 0 3 0 0 8 1 0 0 0 8 0 4 0
"MER99" 1 1 0 7 0 2 0 0 0 0 1 13 0 0 22 5 2 9.5 0 0 0 0 1 3
"RLTR13D3" 12.6 2.2 14.4 13.07 10 14.75 2.2 6.75 6.07 13.2 6.7 19.75 5 9.5 8 8.4 7.53 14.6 16.5 2 9.8 8 27.58 5.6
"MER45R" 0 2 0 4 0 2 0 2 1 0 0 16 0 0 21 0 2 0 2 0 1 0 10 0
"MER66B" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"X7A_LINE" 0 8 0 0 1 3 0 0 3 1 1 0 0 1 0 0 0 19 9.33 0 0 0 0 0
"LTR86A1" 0 0 6 0 0 4 0 0 1 0 1 0 6 0 0 1 4 0 0 0 0 0 0 0
"RLTR20B4_MM" 1 0.2 0 7.95 2 3 128 3 2 6 6 0 1.5 7 13 0.7 1.2 5.25 5.25 1.25 4 0 12.2 0
"MER131" 0 8 6 0 1 3 0 0 0 2 0 20 5 5 0 0 3 0 7 0 1 0 2 0
"RLTR46A2" 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
"RLTR31_Mur" 5 6 0 8 0 8.67 0 10 4.33 5 24 15 14 4 0 0.5 2 7 10 11 5 0 12.25 4
"ERVB3_1-LTR_MM" 0 0 0 1 0 2.2 0 0.4 1 4 3 0 5.5 0 0 1.6 0 1.2 0 2 0 0 1 0
"ERVB7_3-LTR_MM" 1 2 19.5 0 3 0.67 0 0.5 0.5 3.5 5 0 5 0 0 1 2.53 0 0 0 20.2 0 7 5
"MLT1F-int" 31 5 40 117 19 58 0 53 63 79.4 5 8 31 4 125 100 43 132 66 39 122 35 124 80
"MER57D" 6 3 19 2 8 11 0 12.5 13 16 0 0 3 0 0 0 11 0 8 0 7 0 12.33 6
"RLTR44C" 13.8 0.4 22.2 13.6 18.4 25 7.2 26.05 9.8 9.4 23.65 10.6 11.4 5.4 30.2 25.5 7.4 11.65 10.75 8.6 13.6 8.05 58.2 28.33
"(TCG)n" 0 2 22 1 0 4.4 0 2 0.4 2 2 0 8 5 0 1 2 0 5 0 7 0 14 0
"RLTR6B_Mm" 4.8 6.93 5 2.4 21.13 9.2 0 1.7 17.8 4.2 8.1 14.93 6.2 9.8 5 9.6 4.55 17 6.9 5.9 14.6 3.2 7.6 34
"(GGCTG)n" 4.6 0.5 0 0.5 0 5.33 0 0 0 3 0 0 0 3.4 0 6 4 0 0 5.5 5 0 5.67 0
"RLTR12G" 17 2 10 6 3 12 1 0 4 2 2 21 1 1 1 12.2 6.67 2 3 0 2 0 16 4
"RMER16B" 0 0 0 0 0 0 0 0 1 4 2 2.5 1 5 0 0 0 0 0 0 0 2 1 7
"LTR91" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MLTR31A_MM" 1.2 0 27 2 5 3.2 89 5.13 4 2.9 2 3 3 0 0 0.4 2.4 0.6 1.67 1.5 10.6 0 6.2 7
"Helitron2Na_Mam" 2 0 0 0 0 0 0 2 0 0 0 0 5 0 0 0 1 4 6 10 4 0 2 0
"MLT1G3-int" 0 0 0 1 0 0 0 2 0 0 0 12 0 0 0 4 0 0 1 0 0 0 0 0
"RLTR41C" 0.5 1 0 0 0 2 0 2 1.5 21 1 0 0 0 0 0 3 3 1 1.5 0.5 0 1 0
"Tigger18a" 0 3 0 3 10 5 0 12 4 7 3 0 8 0 0 0 3 0 5 15 4 17 19 3
"(CACGC)n" 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MER123" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 8 0 0 1 0
"MamGypLTR2b" 3 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 2 0
"RLTR13D4" 4.4 0.2 4.2 2.27 6 5.2 0 1.2 4.9 7.65 7 0 2.1 0 7 10.95 1.67 6.6 3.7 2.7 4.65 2.8 10 3
"MLTR31F_MM" 5.4 1 3 0.2 0.75 5 0 8.5 3 1.8 3.4 0 11.4 0 1 3.4 0.2 3 3.2 0 2.2 0 13.4 0
"BGLII_C" 4 0 8 4 0 2.5 0 3.67 2.5 1 0 0 0 28 0 4.5 3 25 3 0 4.5 0 5 0
"RLTR31_Mm" 0.2 1 0 1 0 1.6 0 1.07 0.33 2.6 0 0 0 0 0 0.2 0 0 1.2 1 0.6 0 12.1 0
"Eulor11" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0
"MER31-int" 0 0 7 1 0 1 0 8 0 0 0 11 0 0 0 0 4 0 0 3 0 0 0 0
"LTR85b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"RLTR4_Mm" 127 273 214 131 158 133 143 120 168.8 290 139.6 395 345 181 18 42 137 235.5 255.6 181 211 86.2 454.8 87.8
"(GAATG)n" 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MurSAT1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Charlie9" 1 7 9 1 6 2 0 5 0 5 0 0 1 32 0 0 3 9 3 0 7 0 16 0
"MER113B" 0 1 0 0 0 1 0 1 2 0 1 0 0 0 0 0 0 0 3 0 4 0 1 0
"(TACTG)n" 0 0 0 0.2 0 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"RLTR48B" 0 3 11 6.5 16 12.8 0 0 1.2 2 5 10 2 0 2 0 6 16 3.8 0 0 10.4 14 0
"(CACAT)n" 3.8 0 0 0 0 1 0 0 1 0 0 0 0 1.4 0 0 4.2 0 0 0 0.2 0 0 0
"SUBTEL_sa" 0 0 0 1 0 0 0 0 0 2 0 1 0 0 0 4 0 0 2 0 0 0 3 0
"MLT1B-int" 7 1 4 1 0 9 0 0 1 4 1 0 5 0 0 0 3.2 9 0 3 0 0 5 1
"(TTAGGC)n" 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"LTR32" 0 1.5 0 0 0 0.7 0 0 2.2 0.2 0.5 0 0 0 0 0 0.5 0 0.85 0 1 1.5 0.7 1.33
"LTR105_Mam" 0 0 14 1 0 3 0 0 0 0 0 0 4 0 0 2 1 0 1 0 1 0 0 0
"L1P5" 0 0 0 0 0 1 0 4 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0
"Charlie6" 3 0.33 18 1 0 4.33 41 1 2 11 0 2 9 0 0 0 1.83 15 8 17 7.2 0 7.33 0
"LTR102_Mam" 1 0 0 6 0 6 0 2 4 4 2 0 2 1 0 1 12 0 2 3 9 0 11 0
"MER92B" 0 1 0 1 0 1 0 1 1 0 2 0 4 0 0 0 0 0 0 1 3 0 7 0
"RLTR48C" 0.5 0.6 0 2.2 0.8 0.53 0 4 2 6 1 0 3.5 0 0 0 5.2 0 12 0 1 0 10 2
"(TAGTG)n" 0 0 0 0 0 2 0 2 0 0 3 8 0 0 0 0 1 0 0 0 0 0 0 0
"UCON11" 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"MER113A" 5 0 0 4 0 2 0.5 12 0 0 4 0 0 0 0 0 1 0 0 0 4 0 6 0
"(CATAA)n" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"RLTR20A2" 2.5 5 12.7 5.77 4 6 0 0 1.2 3 0 4 1 0 2 0.6 4.5 0 6 17 4.5 0 8.7 0.6
"(CTCCG)n" 1 0 0 0 0 0 46 0 0 0.8 0 0 8 0 0 0 0 0 0 0 3.67 0 0 0
"Eulor6C" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Tigger12c" 5 1 0 2 0 0 0 0 0 1 0 3 0 0 0 3 0 11 1 0 5 0 9 7
"UCON27" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 3 15 0 0 6 0
"Eulor12" 7 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"(TATTG)n" 0 0 0 0 0 2 0 4 0 2 0 5 0 0 0 0 0 0 0 0 0 0 1 0
"(CATAC)n" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"(CTAGG)n" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"(CCCCAA)n" 1 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"(GTCTG)n" 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 1.2 0 0 0 0.2 0 0 0
"(CTATG)n" 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.83 0 0 0 0 1 0
"MER70A" 7 2 0 12.8 0 2.6 15 4.8 9 4 5.8 0 10 3.8 0 13 3 0 5 8.6 16.4 6 12 4
"LTR16D2" 0 1 0 0 0 0 0 15 0 1 0 0 5 0 0 0 0 0 0 0 1 0 8 0
"(CCGG)n" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
"DNA1_Mam" 0 1 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 1 0
"LTR86B1" 3 0 7.4 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1
"(CACTA)n" 0 0 9 0 1 1.33 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"(CATTC)n" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UCON9" 0 0 11 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0
"UCON20" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"RLTR9B" 9 0 0 6.2 0 9.78 0 7.33 2 0 3.5 9 1 1 0 0 1 0 4.67 9 15.33 0 9.27 1.6
"(CTCG)n" 0 2 5 2.2 0 5 0 0 0.25 0 2 4 0 0 0 0 1.45 0 3.9 0 1 0 6 2
"ETnERV-int" 11.7 9.6 44 17.4 2.8 25.75 32 35 17.7 14.2 3 22.93 26.13 0.6 82 23 17.05 18.2 20.23 8 15.35 4.6 28.25 8.93
"LTR90A" 0 0 0 0 0 3 0 0 1 0 0 8 0 7 0 0 0 0 3 0 1 1 1 0
"ERVB4_3-LTR_MM" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0
"MERX" 0 0 0 0 0 0 0 4 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0
"Charlie11" 1 0 0 1 0 0 0 0 1 4 0 0 0 0 0 0 0 3 0 0 0 0 1 0
"(TTTAG)n" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"(GCTTG)n" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"X2_LINE" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"MER92D" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"L1M2a1" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Eulor9C" 2 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0 1 0 2 1 1 0 0 0
"(CACGA)n" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"(GAGTG)n" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0
"LTR55" 5 0 0 3 1 4 0 0 0 0 0 0 0 0 35 2 3 0 0 0 0 0 1 0
"SRV_MM-int" 1 2 0 0 0 4 0 0 2 0 1 0 6 0 13 6 0 9 0 0 0 0 3 0
"(CTTTA)n" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4
"MER74C" 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Helitron1Nb_Mam" 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 4 0 0 0 0 4 0
"Helitron1Na_Mam" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0
"Eulor2C" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"X9_LINE" 0 0 0 1 3 1 0 4 0 0 0 0 3 0 0 4 1 0 0 6 0 0 0 0
"MLTR18C_MM" 8 5 7 2 0 10 0 3 1 7 3 11 7 0 0 0 5 3 15 3 2.5 0 17.5 17
"L1M2c" 0 0 0 1 0 1 0 1 8 1 1 17 7 1 0 0 5 0 10 9 5 0 1 0
"MER91C" 1184 149 1155 1002 560 1828 160 573 477 316 109 44 145 42 682 336 739 362 904 538 903 896 1409 811
"(AGGTG)n" 0 0 0 2 0 0.5 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MamGyp-int" 0 5 0 6 11 3 0 8 7 0 0 0 4 1 0 3 3 0 4 0 1 0 5 0
"(CTAAT)n" 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 2 1 0 0 11 0 0 0 0
"U7" 35 89 44 11 99 84 250 161 86 893.67 37 100 96.5 99 10 6 34 48 21.5 34.5 52 3 95 44
"ERVB4_3-I_MM-int" 0 1 0 1 0 2 0 2 0 2 1 0 0 1 0 0 0 0 0 1 2 0 0 1
"UCON1" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"(AGTAG)n" 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"IAPEY5_I-int" 0.4 0 3.5 0.8 2.25 1.8 0 1.2 0.2 0.4 0.33 1.8 0 0 0 0 0.4 0 0.2 1 0.6 0.53 0.8 0
"MER136" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"MLT1C-int" 0 3 0 0 0 0 0 0 0 0 6 0 1 0 0 0 1 0 1 0 1 0 5 0
"RLTR9A3A" 1.4 0 0 3 0 1 0.2 0 2.8 2.2 0 0 5 0 0 0 3.5 0 2 0 2 0 2.9 1
"LTR101_Mam" 0 0 0 4 0 6 0 17 2 0 3 4 3 0 0 0 1 0 7 0 3 0 4 4
"Kanga11a" 0 1 0 0 7 2 0 0 9 3 0 0 6 0 0 2 4.5 4 5 0 2 0 3 6
"LTR109A2" 0 0 0 0 0 2 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"(CTAG)n" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ERVB3_1-I_MM-int" 0 1.4 1 2 0 2.7 0 0 2.5 0.8 0.4 0 1 0 0 0 2 11 0.4 0 6.8 0 7.7 0
"(TTGGGG)n" 2 1 0 2 13 3 0 0 3 6 1 0 1 0 0 0 0.33 11 0 0 0 0 0 0
"L1PB4" 3 0 9 5 0 1 0 0 1 1 0 4 3 0 0 3 2 0 4 0 0 0 3 6
"(CCCTAG)n" 2 0 15 7 5 8.2 2 1 2 1 1 1 4 0 1 4 3.2 7.4 13 3 6 9 13.8 8.9
"L1MEa" 0 1 0 1 2 3 0 1 4 3 2 0 1 0 0 1 2 0 4 0 4 9 2 0
"LTRIS4A" 3 0 0 1 1.5 3 0 3 1 0 0 1 0 0 0 0 1 0 1 3 3 0 0 1
"HY3" 6426.03 5080.42 12869.78 5886.63 4512.25 13971.58 4129.67 4608.97 3647.77 5487.35 4277.75 1528.13 5029.7 2649 4584.17 4029.03 3829.82 4827.55 5069.25 4587.8 5678.25 2527.67 12944.8 6439.52
"LTR75" 0 5 0 3 4 4 0 0 3 3 0 3 0 0 0 0 6 16 2 19 1 15 4 6
"MLT1H2-int" 0 0 0 0.5 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0
"RLTR43C" 39 10 74 90 13.5 54 0 55 41.8 35 12 4 27.8 8 9 50 61 19 65 29 112 49 157 54
"MLTR32C_MM" 0 2 0 0 0 0 0 1 0 0 0 9 1 0 0 0.75 0 0 0 0 1 0 7 5
"(CACCG)n" 0 0 0 0 0 0 0 2 0 4 1 0 0 0 0 0 0 0 0 0 0 0 2 0
"(TAAAG)n" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"(CTTAT)n" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"(AGTTG)n" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UCON16" 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 2 0
"LTRIS4" 82 14 114 306.4 81 163.8 108 80 99 111 22 9 43.5 26 142 222.2 162.6 172 118.2 136 332.6 39 267.8 133
"MamRep564" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 1
"MER101B" 0 0 0 0 0 0 0 0 1.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MER50-int" 0 2 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
"(CAATT)n" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"Charlie17" 1 4 0 0 0 5 0 0 0 0 3 0 8 0 39 0 3 15 7 0 0 0 4 6
"MER87" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 3 0 0 0 0 5 0
"(CAGAT)n" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Charlie10a" 0 0 0 0 0 0 0 0 3 1 0 0 1 0 0 0 2 0 1 0 2 0 1 0
"HERVL74-int" 0 1 0 1 0 1 0 2 0 1 2 0 4 0 0 0 0 0 0 0 2 0 2.5 0
"(CAGAA)n" 0 0 0 0 0 0 0 5 0 0.2 0 0 0 0 0 0 1 0 0 0.4 0 0 1 0
"RMER16B3" 0 1 0 0 0.5 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0.4 0
"ORSL-2a" 3 2 0 0 0 0 0 0 2 0 4 0 0 0 0 0 1 0 3 0 1 0 1 0
"LTR36" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"(CACTT)n" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UCON6" 4 3 0 5 14 6 0 0 1 17 0 0 2 0 0 0 0 0 0 0 0 0 0 2
"SYNREP_MM" 0 0 0 0 0 0 6 0 0.2 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0
"U13_" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"ORR1G-int" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"(ATTAG)n" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"FordPrefect_a" 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
"MER92A" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0
"MamRep488" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"(ACATG)n" 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"(TTCGGG)n" 0 0 0 1 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0.5 0 0 0 0.5 0
"Tigger11a" 0 0 8 0 0 1 1 0 1 0 1 5 0 0 0 0 1 0 1 0 2 0 8 6
"Eulor10" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"UCON23" 0 0 0 0 0 0 0 6 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"(ACGTG)n" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"RLTR18-int" 7 7 51.5 1 2 5 0 1 11.5 4 5 27 14 0 0 1 7 15 5 0 10 0 10 9
"MamRep1894" 21 13 95 212 91 94 350 117 79 46 29 0 23 21 48 191 141 61 137 117 235 89 170 167
"RLTR1" 0 0 0 0 0 0 0 0 3 0.4 0 0.67 5 0 0 0 0 0 2 0 0 0 0 0
"RLTR46" 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"(AAGTG)n" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"(CAGGA)n" 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"(CGA)n" 0 2 0 0 0 0 0 0 2 7 0 26 0 0 0 0 0 1.2 2 0 0 0 0.2 0
"MamTip1" 0 0 11 3 0 0 0 5 1 4 0 0 0 0 0 0 0 0 0 0 3 0 1 0
"Eulor3" 0.33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"LTR75B" 0 1 0 0 0 2 0 0 0 0 0 0 2 0 0 1 0 0 2 0 0 0 1 0
"(CGGAA)n" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"L1M3de" 5 15 0 4 21 0 0 1 4 25 1 1 30 0 0 0 1 0 0 0 0 0 17 1
"(CAACC)n" 3.2 0 0 1 0 1 0 0 0 0 0 0 3 0 0 0 0 0 4 0 0 0 5.5 0
"ERVB4_2-LTR_MM" 0 0 0 0.7 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.4 0 0
"Eulor4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"(ATAAG)n" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"U13" 94 176 601 149 172 272 684 309 178 810 101 217 177 99 237 55 139 131 85 134 160 108 291 102
"MER50B" 0 1 0 2 0 0 0 0 1 0 0 26 1 4 0 1 2 0 1 6 0 0 6 9
"X5A_LINE" 0 0 0 1 0 0 0 0 1 5 0 0 5 14 0 0 0 3 0 0 0 0 0 0
"(CTACT)n" 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MLT1H1-int" 0 0 0 0 2 2 0 0 0 0 0 0 3 0 0 0 0 0 0 0 2 0 0 5
"MLT1F1-int" 0 0 0 0 0 0 0 3 0 0 0 0 4 0 0 0 0 0 0 0 1 0 1 0
"Eulor2B" 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 6 0 0 0 1 0
"UCON10" 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 8 2 0 0 0 0 0
"UCON12" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ETnERV3-int" 1 8.33 17.4 3.8 13.8 16.8 0 4.5 6.8 31.2 4.6 29.15 10.9 2.2 2 6.1 8 0 18.07 4.2 11.6 9.4 17.65 23
"U17" 236 103.8 348 216.8 331.5 182.8 22 128 102 265.6 97.75 139 173 80 72 93 148.97 157 144 114 125.67 438 602.4 614
"(CGGAG)n" 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Eulor1" 0 0 0 0 5 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"MER97a" 8 28 0 1 4 2.2 0 3 6 4 0 74 46 0 27 11 0 0 30.2 9 12.7 4 14 0
"MLT1G1-int" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"MER66A" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"MER110-int" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0
"RLTR12B2" 0 0 3 2 2 3 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0.67 15 1 0
"LTR108d_Mam" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"(ACCTG)n" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"IAPLTR4_I" 0 0 0 1.7 5 0 0.5 2.27 4.2 0.6 0 2 0 0 0 8 3.25 0 4.9 0 4.8 1 7.5 0
"Ricksha" 1 0 17 1.5 0 4 0 0 8 3 0 9.67 2 1 0 1 0 0 1 0 3 0 6 0
"LTR108a_Mam" 5 8 27 19 5 19 84 26 14 2 4 5 11 1 0 11 25 15 9 44 28 0 28 12
"LTR53B" 0 1 0 0 0 1 0 9 0 0 1 0 0 0 0 0 0 0 2 0 0 0 2 0
"MER65-int" 0 0 0 0 0 5 0 0 0 4 0 0 1 0 0 0 0 9 0 0 4 0 0 0
"LTR34" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
